seq,source,title,location,region_name,date,reserve_end_dt,thumbnail_url,detail_url,store_url,description,hashtags,main_category,sub_category,detail_category,music_genre,mood_tags,activity_tags,theme_tags,space_tags,emotion_tags,audience_tags,vector_summary,region,new_main_category,new_sub_category,exhibition_type,commerciality,new_mood_tags,new_audience_tags
212811,melon,제18회 서울재즈페스티벌 2026,올림픽공원,서울,2026-05-22~ 2026-05-24,2026-05-23 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260512180550264e22aa-0800-4c3e-a8fd-7a652bc7166a.jpg,https://ticket.melon.com/performance/index.htm#/perf/212811,https://ticket.melon.com/performance/index.htm#/perf/212811,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260512180709cccced9c-e2b4-4ab4-80a9-ed607636a8e3.png"" title=""SJF2026_1-DAY_3-DAY-Ticket_%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%28P%29_%E1%84%89%E1%85%AE%E1%84%8C%E1%85%A5%E1%86%BC_%E1%84%80%E1%85%AE%E1%86%A8%E1%84%86%E1%85%AE%E1%86%AB_260512.png""><br style=""clear:both;"">",[],공연,콘서트,,[],[],[],[],[],[],[],,,페스티벌,음악,,팬덤형,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""30대"", ""친구""]"
213204,melon,문없는집 앨범발매 단독 콘서트 : MIRAE COMPLEX,롤링홀,서울,2026-06-12,2026-06-11 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260508164318c13c54be-72bf-4a60-ae45-eabfa4e7e928.png,https://ticket.melon.com/performance/index.htm#/perf/213204,https://ticket.melon.com/performance/index.htm#/perf/213204,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/202605081643376eee3fc4-425e-475d-bb08-575951f174c6.jpg"" title=""%5B%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%5D+0612+%E1%84%86%E1%85%AE%E1%86%AB%E1%84%8B%E1%85%A5%E1%86%B9%E1%84%82%E1%85%B3%E1%86%AB%E1%84%8C%E1%85%B5%E1%86%B8_%E1%84%89%E1%85%AE%E1%84%8C%E1%85%A5%E1%86%BC.jpg""><br style=""clear:both;"">",[],공연,콘서트,,[],[],[],[],[],[],[],,홍대,공연,음악,,브랜드,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""커플"", ""팬덤""]"
213214,melon,닐로 단독 콘서트 : ‘PANORAMA’,롤링홀,서울,2026-06-13,2026-06-12 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026050610035604d8264d-4cca-4957-a900-b4a0221967ff.jpg,https://ticket.melon.com/performance/index.htm#/perf/213214,https://ticket.melon.com/performance/index.htm#/perf/213214,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/202605061006443a58f263-92ea-4673-bf69-abb4681043fe.jpg"" title=""%EB%8B%90%EB%A1%9C2.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,홍대,공연,음악,,브랜드,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""30대"", ""팬덤""]"
212030,melon,워터밤 서울 2026,일산 킨텍스(KINTEX),경기,2026-07-24~ 2026-07-26,2026-07-25 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/02/202602271351342158258f-0923-4798-94b0-67d56452a8b5.jpg,https://ticket.melon.com/performance/index.htm#/perf/212030,https://ticket.melon.com/performance/index.htm#/perf/212030,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/202605141716530dc5c59c-fd4c-4b59-bb9a-5c57c71cdf14.jpg"" title=""WB26_Seoul_%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5_V.1_%E1%84%80%E1%85%AE%E1%86%A8%E1%84%86%E1%85%AE%E1%86%AB%E1%84%91%E1%85%AD%E1%84%8C%E1%85%AE%E1%86%AB%28kor%29_%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB_0512.jpg""><br style=""clear:both;""><br style=""clear:both;""><br style=""clear:both;",[],공연,콘서트,,[],[],[],[],[],[],[],,일산,페스티벌,음악,,브랜드,"[""트렌디한"", ""이색적인"", ""힙한""]","[""20대"", ""커플"", ""친구""]"
213251,melon,Reciprocity 2026 Round 3 GENRELESS,웨스트브릿지,서울,2026-06-12,2026-06-10 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260512163110a70725b0-7a65-4773-a0b5-8da1216ed795.png,https://ticket.melon.com/performance/index.htm#/perf/213251,https://ticket.melon.com/performance/index.htm#/perf/213251,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260513153239981a7498-d626-4793-b2be-442ec635474f.png"" title=""Reciprocity+2026+Round3+GENRELESS%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5_%E1%84%89%E1%85%AE%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%8E%E1%85%AC%E1%84%8C%E1%85%A9%E1%86%BC.png""><br style=""clear:both;"">",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,,"[""트렌디한"", ""힙한""]","[""20대"", ""30대"", ""친구""]"
212884,melon,PEAK FESTIVAL 2026,서울 난지한강공원,서울,2026-05-23~ 2026-05-24,2026-05-23 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/03/202603031432188fd11a66-7a58-496a-80f8-4ed2961a24eb.png,https://ticket.melon.com/performance/index.htm#/perf/212884,https://ticket.melon.com/performance/index.htm#/perf/212884,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026050416244415af4731-5823-414b-9d42-e0d6cf8f2705.png"" title="""" usemap=""#Map""><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026050416253684ea5513-b412-4271-ac92-02c5db89381e.png"" title=""PEAK_2_%E1%84%87%E1%85%A2%E1%84%89%E1%85%A9%E1%86%BC_%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB.png""><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260504162",[],공연,콘서트,,[],[],[],[],[],[],[],,,페스티벌,,,,[],[]
213254,melon,BXB LAST FANMEETING,H-스테이지,서울,2026-06-06,2026-06-05 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260513151936590ba581-1774-4356-bb8c-19bee20a62c9.png,https://ticket.melon.com/performance/index.htm#/perf/213254,https://ticket.melon.com/performance/index.htm#/perf/213254,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026051510441649d1cad8-1aec-464d-a85c-1d09d248892b.png"" title=""%E1%84%91%E1%85%A2%E1%86%AB%E1%84%8F%E1%85%A9%E1%86%AB+%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%28%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB%29.png""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,,,팬덤형,[],[]
213213,melon,먼데이프로젝트X숲세권 MONDAY:SOOP [LUAMEL(루아멜) 단독 콘서트],숲세권 라이브,서울,2026-06-01,2026-05-30 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260507112725a0dee387-ef40-41c1-a0cd-d4598d821c18.jpg,https://ticket.melon.com/performance/index.htm#/perf/213213,https://ticket.melon.com/performance/index.htm#/perf/213213,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026050711273514563e7e-6306-4fdc-8832-0c918fab7b44.jpg"" title=""%5B%EB%A9%9C%EB%A1%A0%5D%EC%83%81%EC%84%B8%ED%8E%98%EC%9D%B4%EC%A7%80_%EC%88%B2%EC%84%B8%EA%B6%8C.jpg""><br style=""clear:both;""><br></p>",[],공연,콘서트,,[],[],[],[],[],[],[],,성수,공연,음악,,팬덤형,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""30대"", ""팬덤""]"
213227,melon,THE SMIR : 222 [Ep 발매 단독 공연],공상온도,서울,2026-05-30,2026-05-29 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/202605081027438122ac5c-1a94-484f-9129-0f611b293176.jpg,https://ticket.melon.com/performance/index.htm#/perf/213227,https://ticket.melon.com/performance/index.htm#/perf/213227,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026051117434847b77e17-78a8-4cc1-96b4-7253f3416109.jpg"" title=""%EC%8A%A4%EB%AF%B8%EC%96%B42.jpg""></p><p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260512112214d3b541bd-a863-414b-8ad4-07885835fb01.jpg"" title=""%EC%8A%A4%EB%AF%B8%EC%96%B42.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,팬덤형,"[""트렌디한""]","[""20대"", ""30대"", ""팬덤""]"
213235,melon,“YELLOW MEMORISE” 임가영 10주년 단독콘서트,Vel.R(벨르),서울,2026-06-13,2026-06-12 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/202605111442471a71af52-2ddb-4d03-80c7-fa82e91d332c.jpg,https://ticket.melon.com/performance/index.htm#/perf/213235,https://ticket.melon.com/performance/index.htm#/perf/213235,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026051114431727fbc042-857b-4e1a-8348-05715e8f9aa2.jpg"" title=""%EC%9E%842.jpg""></p><p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260513083137bd392cad-5ba0-4d33-a1d5-7a2e68d8a94f.jpg"" title=""%EC%9E%842_1.jpg""><br style=""clear:both;""><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260513083143d27dddbb-9076-4e7c-821f-7306f44e68ea.jpg"" title=""%EC%9E%84",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,브랜드,[],[]
212933,melon,혼네 10주년 기념 내한공연(HONNE TOUR IN SEOUL),롯데콘서트홀,서울,2026-07-16~ 2026-07-18,2026-07-17 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/202604211549420c8ac724-2e59-4e8b-b94d-93529b278d5b.png,https://ticket.melon.com/performance/index.htm#/perf/212933,https://ticket.melon.com/performance/index.htm#/perf/212933,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/2026042115511438a8a2b8-69ea-49a6-a2e1-b686ffe185fc.png"" title=""%E1%84%92%E1%85%A9%E1%86%AB%E1%84%82%E1%85%A6+10%E1%84%8C%E1%85%AE%E1%84%82%E1%85%A7%E1%86%AB+%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5_%E1%84%80%E1%85%AE%E1%86%A8%E1%84%86%E1%85%AE%E1%86%AB_%E1%84%8E%E1%85%AE%E1%84%80%E1%85%A1+%E1%84%92%E1%85%AC%E1%84%8E%E1%85%A1+%E1%84%8B%E1%85%A9%E1%84%91%E1%85",[],공연,콘서트,,[],[],[],[],[],[],[],,강남,공연,음악,,브랜드,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""30대"", ""팬덤""]"
213221,melon,OUR TARGET : 크랙샷 X 더 픽스,웨스트브릿지,서울,2026-06-05,2026-06-04 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/202605071044036a337d9e-caab-41e3-b574-403e76150e85.jpg,https://ticket.melon.com/performance/index.htm#/perf/213221,https://ticket.melon.com/performance/index.htm#/perf/213221,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026050710524671852805-b37c-414e-85aa-d9d50babe8b9.jpg"" title=""OUR+TARGET_Detail+Page.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,성수,공연,,,,[],[]
212918,melon,LiVE is Smile Always～15～ in Seoul,올림픽공원,서울,2026-08-01~ 2026-08-02,2026-08-01 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/03/202603051754529dbf8040-073e-4b86-836a-398157631c86.png,https://ticket.melon.com/performance/index.htm#/perf/212918,https://ticket.melon.com/performance/index.htm#/perf/212918,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/03/202603061432592b5c8717-c2d6-4345-aa6f-b53342787776.png"" title=""260306_LiSA+%E1%84%90%E1%85%B5%E1%84%8F%E1%85%A6%E1%86%BA%E1%84%8B%E1%85%A8%E1%84%86%E1%85%A2%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5_1.png""><br style=""clear:both;""><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/03/202603061433058bc98f07-69b4-490c-80ec-8c4413ea926c.png"" t",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,팬덤형,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""30대"", ""팬덤""]"
213182,melon,2026 PARK JI HOON FAN CONCERT [RE:FLECT],일산 킨텍스(KINTEX),경기,2026-05-30~ 2026-05-31,2026-05-30 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260427211422db262b75-65eb-4c76-b559-065607d8a0ac.jpg,https://ticket.melon.com/performance/index.htm#/perf/213182,https://ticket.melon.com/performance/index.htm#/perf/213182,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260514112902f1d2720d-2bad-48af-8bf0-10e8485be3a5.jpg"" title=""%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5+0514.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,일산,공연,음악,,팬덤형,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""30대"", ""팬덤""]"
213247,melon,CHROMA KEY 004 - FULL VOLUME,인천 파라다이스 시티 클럽 크로마,인천,2026-06-06,2026-06-05 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260512185259f144d540-39f7-4e73-b12a-750e7fb82b53.jpg,https://ticket.melon.com/performance/index.htm#/perf/213247,https://ticket.melon.com/performance/index.htm#/perf/213247,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260513151127bb9649e6-61f1-4d5d-ae2f-cd95c79232e2.jpg"" title=""%ED%81%AC%EB%A1%9C%EB%A7%882.jpg""><br style=""clear:both;""><br style=""clear:both;"">",[],공연,콘서트,,[],[],[],[],[],[],[],,인천,공연,음악,,비상업적,"[""트렌디한"", ""힙한""]","[""20대"", ""30대""]"
